comments,polarity,gender
Only four videos on your channel and 3.33 million subscribers  amazing ??,positive,0
Watching this 5 th time and every time with same ?? mind refreshing ??,positive,0
"I have already watched this Video 10 or more Time But Still watching this.....
Anubhav Baba Maje Laa diye Katai......
New Videos Toh Daalo .....
BTW,
BIG FAN",positive,0
Fun fact - this is not your first time watching this,positive,0
Last line is epic ?? teacher desk bhi hilani hoti h,neutral,0
Chronology of Youtube:- Roommate->Hostel->Cheating,positive,0
"How are you all I come here after a long time span of 1 week ??
This content is 
So addictive ????",positive,0
"It's  my third time, like if urs also????",positive,0
"Great .??????
can anyone like my comment ????",positive,0
Great ??,positive,0
"So, it all began here....",positive,0
"4 video 
& About 3.5m subscriber 
That's prove enough the level of content he put ??????",neutral,0
Its very awesome,positive,0
Don't know when jokes on Indian gods Will stop ??,negative,0
"Can you provide English subtitle please? I think, I am missing some fabulous content.",neutral,0
?????? it's fucking genius,positive,0
Who is watching it more than once ????,positive,0
Plz bhaiya ab to new vedio upload kar lo boht din huyi apki stand up comedy nhi aayi .,positive,0
10 th time,positive,0
I watch this video 1000 times,positive,0
Fun fact this not the last time you watching it,positive,0
Fun fact - This is not your second time watching this,positive,0
Ekdm logic wali video h????,positive,0
5th time !!!,positive,0
This guy is fucking genius. The script he has we start to imagine.,neutral,0
"7:05 that ""le karle cheating"" momment??????",neutral,0
whats OCB's full form,positive,0
Great video 6time watching ????,positive,0
This is my 50th time i am watching ??,positive,0
Who else again watching for Abdul...,neutral,0
"Most watch standup comedy video , according to view count on YouTube ????",positive,0
Very bad,negative,0
You' the best for me bassi ????,positive,0
I watched It Over 10 Times Har Dusere Mahine Dekhta Hu ????,positive,0
Watching it infinite time,positive,0
I am wiat for abdul,neutral,0
10 ????s ? ???? s?? ???s ???s???s,neutral,0
"If i was the person getting the farra, i would have marked all false atleast 6 of them will be correct",neutral,0
Boosss koi new show ?,neutral,0
23 time i show this standup,positive,0
This is my 30th time,positive,0
"I literally watched this video more then 20 times and each time i feels like i'm seeing this for first time.
https://youtu.be/kgMqz6U6A-k",positive,0
Rss and bjp are after him  ??????,negative,0
His narration style is so awesome that you guys come again and again,positive,0
"Thoda Humaare Liye Bhi Chhod Do Vats
????????????????",neutral,0
Plz don't harm religious values in your videos . It's a humble request....,negative,0
TodaY First time.. For You..??,neutral,0
"We need more videos please upload soon ??????
Only????????????",neutral,0
Bhi ye video maine 20k ke upper dekha hai... Yaar next level comedy its better than kapil sharma show,positive,0
Watching so many time but still laughing ??,positive,0
This is my 5 th time i watched,positive,0
Laughing like hell after so long????..as watched this video after so long.??????,positive,0
"Who r from  chemistry honours ??


Meeko benzene ka structure v nii aata",neutral,0
Teacher ne Kaha idhar Aayo bete Chaman Chutiya Agali bar Bhukamp Aaya to usse Kahana teacher ki bhi seat hilane hoti hai seriously stomach pain from laughing????????????,neutral,0
"New reason for True And False 
Teacher- True why??
Students after watching this video- Because its not False??????????????????????",neutral,0
"Sab false daaldo at least 6 false hai, 60% ho Gaya pass",neutral,0
Why don't you put your vedioes anymore...damn..or have you left comedy..?,neutral,0
I am also from meerut ????,neutral,0
Bilkul fresh and entertaining...,positive,0
Fun Fact- you are doing similar things in your  education,neutral,0
Yeh history ka best standup tha??????,positive,0
More than 20 times ????,positive,0
Fun fact = this is your fst time watching and again and again laughing  ????????????????????????,positive,0
Teacher's table bhi hilana hota hai????,neutral,0
December 2021 and going,positive,0
Mine first time,neutral,0
Road gigya persion blood give no persion,neutral,0
make a discord server bro mast life!!,positive,0
I am watching this almost 100 time maybe but this is my Fev ??,positive,0
"To all those who are here for the first time, I bet you will watch it again. ???",positive,0
Worth- watching????,neutral,0
"Same work i am doing in paper pen ma cheating ,shoes ma",neutral,0
It's mind blowing.... N yes abdul was genius..,positive,0
you are outstanding bro,positive,0
So many stand up comedians but still this one remains best ???,positive,0
I bet you are not watching it 1st time..??,positive,0
OCB means,neutral,0
Ha said he is jaat and after that obc kota wtf!?,negative,0
"It's my 11th time watching this????..

Abdul has its separate fan base????",positive,0
Fact: every viewer views 2-3 time,positive,0
Another vid on Abdul pls ...Suchha nic guy ??,neutral,0
Truly hilarious stand up i have ever seen on YouTube...????,positive,0
This is just amazing .????????Watched this many a times and feels like first only . Anubhav you are too good.,positive,0
Rewatchers are op,positive,0
it's been 2 yrs but still coming here to watch this whenever i get bored. ????,positive,0
Fun fact - This is not your first time watching this,positive,0
That's why people say Abdul is legend ??????,neutral,0
it's so much fun to hear,positive,0
"That  "" bhukamp "" part was ??????",neutral,0
What a reply of true why - because it's not true . A backbencher's reply.????,neutral,0
"I respect everyone who were involved in this.
Seriously the best piece that I've ever seen on
YouTube. HATS OFF TO YOU ALL! LOVE YOUR
VIDEOS!????????",neutral,0
Don't dare to insult hindu God and goddess,negative,0
Fun fact:- ye 1st time nhi hai tera n,positive,0
Kl exam hai socha thoda motivation le lunn ??????,neutral,0
"Fact: this is not your first time watching this ??.
Mine 17th .",positive,0
Also a hilarious way to slap the reservation system of India.,neutral,0
"Gets cheated on*
Searches stand up comedy to try and cheerup*",neutral,0
OCB means?,neutral,0
Bhai ye background me sahi ka noise hota h ya ready made hota h??,neutral,0
"You are just awesome ????
????????
God Bless you ??",positive,0
Why no outrage on 2:00 ?? Just coz he isnt Muslim??,negative,0
"8th time 
Ek ek line yaad h mgr phr bhi",positive,0
Fun Fact - This is not your first time watching this.??,positive,0
Bhai tussi great ho.. ??????,positive,0
I watch it every time when I am bored,positive,0
?? Quota ????? ?? ?? education system ???? ?? ??? ??...,neutral,0
People watching again and again makes it 59M....op????,positive,0
best standup comedian??,positive,0
Brother u r the best comedian in India. Kapil sharma jhat hai aapke saamne,positive,0
lots lots lots of time i watch this nd laugh like m watching it first time ..really amazing ???? ...my fav fav fav video.... ????????????????,positive,0
Equally fan of ABDUL.....Haha...,neutral,0
"Caution --
This video is highly addictive.",neutral,0
This is epic I can't stop laughing,positive,0
Fun Fact - This is not your first time watching this.??,positive,0
I have successfully watched it 69 times ??,positive,0
I am also from Meerut ????,neutral,0
"i think i'm here for the 7th time 
still LMAO",positive,0
Ohk Ajj BOARDS ka pehla exam he bassi  bhaiya and munawar bhaiya  can only heal the stress best,positive,0
"I cried laughing ?? ,
It was so good",positive,0
Why only four videos? Please upload more!,positive,0
Fun Fact This is not ur first time watching,positive,0
"Wow...his behavior, speech including face  & all like exactly rohit sharma the cricketer...what do you all say?...but his comedy was superb & stand up...",neutral,0
"Obc ka Matlab 
Upar
Baithe 
Chaudhary",neutral,0
bahut hard tha ??????,neutral,0
Only 4 videos and 32.6 lakhs Plus subscriber superb Anubhav sir ji great,positive,0
Bro I also wants to become stand up comedian ??  please  support me,neutral,0
"THE LINE#JAAT HUM MAI,???? AWESOME",neutral,0
Respect.........,neutral,0
Now NCB wants to know your location. ??,neutral,0
Waiting for next video ??,neutral,0
i am wathcing this 25th time,neutral,0
"On a serious note: Please don't associate Weed, Bhang with Shiva",negative,0
The fact that I have seen this multiple times and still love it more and more says something about me ??  honesty there is not a line or a pause out of place! Hats off,positive,0
"Why shiv ji connected to this ganja and all, can't understand who is spreading this kind of gyan ????",negative,0
I m not kidding I am watching this masterpiece for 18th time,positive,0
What is ocb ?,neutral,0
I'm actually 63 Bruh ??,neutral,0
"""Teacher's table bhi hilani padti h"" have a separate fan base???? awesome bhaiya?????",neutral,0
nice jokes and many memes are there for making your video,positive,0
I am also in OBC,neutral,0
Sir please more video upload in your channel I am Biggest Fan you,neutral,0
"I see someone accidentally hit the dislike button. That is okay, just a happy accident
??????????",positive,0
Awesome bro you are great ??,positive,0
Gjb brother,positive,0
I'm also from meerut ??????????????,positive,0
Most viewed Stand up comedy on youtube ??????,positive,0
What a content ??????,positive,0
11:57 teacher table bhi hilane hote hein ??????,neutral,0
7:03 ye le karle cheating ???? teacher bhi kya mast hein.,neutral,0
It's my 11th time to watch this one.,positive,0
Outstanding boss.,positive,0
Bohot Jada accha tha????,positive,0
DISCLAIMER: IF TRY WHY and it hurts,positive,0
Yrrrrrrrrrrrrrrrrrrrrr. I love thissss i love thissss....tooo good man ....,positive,0
Abdul has different fanbase,neutral,0
"when the comedian himself laughes, that is somewhat not good",negative,0
"Brilliant content, equally effortless delivery.",positive,0
Bro I want to talk to you for the events of lucknow....money assss u want,positive,0
"Wow..badi na insafi hai
58 mn views and 3.14 Mn subscribers",neutral,0
The last minute is amaaaz in the whole video,positive,0
"10:40 if this plan was after corona, the plan would have been successful. Lolom! ????????",neutral,0
No one here watching this vedio for 1st time...????,neutral,0
Your are good entertainer brother but don't make sensitive jokes on religious matter like you did about *shiv ji* .. Kbhi mohammad pe joke mara kya itna freely. Next time yad rkh ??,negative,0
Don't make fun on shiv ji  ! Kabhi Mohammed pe joke maro itana freely ??,negative,0
Legend of standup,positive,0
Bro why are criticising Lord shiv!!?,negative,0
Majja aah gaya...where do this comedian gets idea from?,positive,0
I can watch dis all day I love dis guy,positive,0
"I'm sick, I'm recovering from watching his video",positive,0
"Zomato spoof ????????
https://youtu.be/ybCxoLytZNo",neutral,0
3.2k dislikes!!! Didnt know so much Chatoors are out there.,positive,0
"Exam : I am coming tomorrow
Me : Let me learn some cheating ??",neutral,0
Best stand up comedian,positive,0
Welcome back on your First time + ...??,positive,0
This video is going to be the most viewed standup comedy on the internet,positive,0
Am i the only one who is listening to this masterpiece while writing notes ??,positive,1
This was comedy????,negative,1
"NGL, THIS DIDNT EVEN MAKE ME SMILEEE, CHUCK LAUGHING.",negative,1
She yuckkk,negative,1
100%cringe,negative,1
I play this vedio at funeral of my uncle.  My uncle wake up and slap me .,negative,1
This is awesome! I don't get why she is so underrated. People who can't laugh at her jokes are people who don't understand comedy.. lol,positive,1
Isse bura bi kch ho skta h kya!! She was right. She is a damn shiity woman.,negative,1
When you study in English medium school and desperate to reimburse the cost of study by landing into English stand up comedy and hire a few hindi medium friends to laugh as audience.,negative,1
Only speaking fluent english doesn't mean ur funny,negative,1
U din poop in toilet... U r pooping here on stage,negative,1
Thts how u do cringe in front of bunch of low iq unfunny ppl.... Those can laugh  nd u knw it why,negative,1
Seriously where is comedy.....and i think not a comedy show....chutiyapa h,negative,1
What the shit was that,negative,1
I thought it was a comedy show...,negative,1
So boring...,negative,1
When u 70 years old really you looking too good n.....,neutral,1
This is not comedy looser,negative,1
Shame on u being a woman,negative,1
"Wow wt a comedy wt a humour I luv it rahul gandhi is pappu in front of her God plzzz make her a best comedian 

    This is the dialogue a mental would telll  wt kind of an asshole is she ????????????????????????",negative,1
How much audience was paid to laugh?,negative,1
What the fuck is this video,negative,1
We need to conduct research on the audience. Who found this funny??,negative,1
this stand up is like a diarrhea shit,negative,1
"Ugly lady,vulgar comedy,ugly thinking  and ugly sense of humor  as well",negative,1
People will laugh more a watching a plain wall,negative,1
She once did comedy by being naked....onstage.....she always makes fun of Hindu religion.... Is this comedy..... I don't feel like laughing.... She is talking how to do potty....how stupid,negative,1
no one wil give u a shit as ur a great shit??????,negative,1
"Guys am I the only one who left way back in time since I moved to US, I used to enjoy these potty jokes in my ""Balwadi"" days. why I dont find any of her jokes funny ? Whats my problem ? ????",negative,1
"What a big pile of shit ! 
What a volcano of frustrated gender discrimination it is !
Lady at least step aside from the stage ,which has a noble cause of making people laugh and relax ,than being bombarded by peaks of negativity.??????????",negative,1
3:58 ... that fake laughter,negative,1
It's obvious that when you have such an ugly face... frustration comes out,negative,1
"Ok so when shall I laugh ???

??

Shall I laugh 
@ you or @ ur skit 
??????",negative,1
Fucking comedian,negative,1
Totally bullshit,negative,1
You proved you are a itchy bitch.  Fake humorless stupid audience. Do they really pay to watch your idiotic comedy if it is BL comedy at all.,negative,1
"Name one funny Indian female comedian.... 
I double dare you",negative,1
Plz upload the part where the comedy starts.,negative,1
Where is d comedy yar i was waiting to laugh,negative,1
Is it  a comedy ?  thu on this lady and the audience.,negative,1
This is not comedy,negative,1
Worst comedy I have ever seen,negative,1
she can't think more than asshole and shit,negative,1
What's the fuss all about?,neutral,1
Need to check by phycho,negative,1
Who are those assholes who laugh at this,negative,1
I don't know why I've watched this shit?,negative,1
RIP to Humour...??,negative,1
Shameless .,negative,1
Hasne khe liye aya tha lekin depression nhe agaya???? Kya tatti comedy tha ..,negative,1
I guess you  and your Audi-anus need psychiatrist.,negative,1
How pathetic and cheap you are.... Hats off to you who know no limit of cheapness,negative,1
this specie is from another planet,negative,1
uhhu. shitty comedy .... acting like ??,negative,1
Wtf is this??????...I have never seen such a bad comedy...And who tf is laughing in the background ??,negative,1
What's the funny thing in this? ??,negative,1
"???? ???? ?????????  so called class people ?? ??? ??? ?? ?? ?? ???? ???? ??? ?? 5 ??? ???? ????? ??, ?? ?? ????? ???????? ?? ?? ?????? ??? ?? ??? ?? ?? ??? ???? ??? ??? ???",negative,1
"I think  very highly paid crowd get more money than you for laughing on your jo, not that wasn't a joke ????????????????????????????",negative,1
shit comedy,negative,1
Such A fool Audience not a single word in whole 5:28 second video. Why they Laughing for,negative,1
Really crappy ??,negative,1
I think people will laugh more at my funeral than this Stand-up show.,negative,1
As standup comedy is an english word so she is good in english so she thought she can be funny too........its really funny to see that she think that she funny and Chuu crowd also pretending that she is funny ?? .......so now I am really laughing .......as i couldnt finsh her full video and i have started writing comment but I cant bear her irritating voice anymore so I put it on mute ........how a bad comedian still causes such funny situation ????,neutral,1
U r ms. Bean,neutral,1
"I think 75% of stand up is trash......they call this comedy ?? My god, people coming all the way to listen to this crap ??",negative,1
She literally shitted in whole video,negative,1
What is she doing ??,negative,1
well no offence but this sounds feminist...,negative,1
Another frustrated feminist .,negative,1
Indian women cant do comedy...this was disgusting. Audience was full of corporate types who try hard to seem very western and politically correct so laugh even if they are squirming on the inside.,negative,1
"The same person who is seen giving a performance in front of hundreds of audience in a completely nude state is criticizing men for wearing shorts or boxers in front of domestic help!

This is what is fake feminism!",negative,1
"Its funny how unfunny this is
#SchumerOfIndia",neutral,1
Dirty shit,negative,1
I'm wearing boxers right now.,neutral,1
"Okay I have an exam tomorrow, and here I am looking at this man child scream in front of a bunch of rich people who paid for this titfuck stand up comedy!",negative,1
"I keep telling my gf that she's the funniest female I've ever seen/known. She thought I was just flirting but I keep saying I really mean it. One day she said ""stop! what about all those female standup comedians. I can't be funnier than that!"". I wanted to make her watch a random video and showed her this. Then she was like, ""you know what? you're right. I can make way better jokes than these in my sleep"". Anyway, my point is, this video saved me.",negative,1
Where is india going..????,negative,1
"Wait, she had a bf?",negative,1
The terms of 'understanding your partner' should also talk about these 'Moments of relief'.,negative,1
With this I have to accept we women cannot crack jokes. We are not cool enough to crack jokes.,negative,1
"Really a Shit...
 Try to come out of Shit...",negative,1
Call me when she's funny,neutral,1
This isn't a comedy. It just looks like spitting out the frustration. It became a habit for these modern so called comedians to use abusive language and are under the assumption that everyone enjoys it. There are some stupids in the crowd who were laughing though...,neutral,1
Keep it up. Some day u will be appreciated. Pls stop this tatti,neutral,1
Can she talk anything other than the word F***?,negative,1
This isn't women empowerment.,negative,1
That's not funny .,negative,1
"she is NOT funny, youtrying too hard woman.",negative,1
She is making shit out of shit!,negative,1
She is in wrong profession coz even Rahul Gandhi is more funny than her.,negative,1
I hate to say this but women are not funny.....,negative,1
People actually paid money to see this lol they should actually get some money to sit through this 'stand-up' (if you can call it that),negative,1
I like women shitting... call me hun,negative,1
She is good!! ??,positive,1
Id love if she takes shit on me,positive,1
Sorry most women dont have sense of humor..very few have..bakwaas standup,negative,1
making people laugh is the most difficult  thing to do and this woman is doing some shitty stuff which is not at all funny... only one thing I want to say please behen stfu  u r soooooo annoying,negative,1
When your every show is a diaster,negative,1
she is not a women and not a comiden. damn u youtube,negative,1
"Love your English,  Radhika...but you definitely don't have a future in comedy.",neutral,1
I wish I can dislike this video twice,negative,1
this is gross but nice :),neutral,1
The only thing shitty was your comedy *drops ?? *,negative,1
Sounds like some of those over smart kids in college who over react while giving a speech??  fake af,negative,1
5:28 this shit ends. whata relief.,negative,1
"Exactly, this ain't anything but actually shit...U r not at all funny...",negative,1
if this show was hosted in india which i suppose it is..........half of the crowd isnt understanding shit ( that pun XD),negative,1
I sympathize with all who paid and thus had to laugh,neutral,1
If we remove shit word from this video we can get nothing,negative,1
I laughed alot....  But After reading comments :),negative,1
"I am a girl and I have never once shied away from shitting or peeing within hearing distance of my boyfriend. I didn't even know this was a problem. I learnt it was a problem when I started watching American shows. And it baffled me that someone could be naked with someone in the same bed, but find it difficult to shit or pee in the toilet next door. To me therefore it seems that this problem is a Western import and the comments below seem to enforce that. Maybe Radhika would gain more laughs if someone identified with her problem in the first place.",neutral,1
Ah the Kaka jokes... The straw that broke the camel's back..,negative,1
Super stupid and lame joke! I don't understand why she is so worried about taking a shit! Every single Living being takes a shit and hopefully daily for a healthy living. It's like feeling embarrassed to take a sleep in the night. What nonsense. Very bad topic. Guess people were forced to laugh cause they paid lol.,negative,1
Not funny at all... What a shitty comedian...  Gross...,negative,1
i was waiting for the jokes(which never came) but i did felt pressurized to take a shit,negative,1
"Lol, most people haven't picked up on the metaphor. Society accepts natural, biological activities of men for what they are but women are looked down upon for the same. Excellent act btw, had a Carlin-ish feel to it.",positive,1
"Nothing funny, dressed up very well but talk very cheap. Few paid audience to laugh in between ??",negative,1
wow you really do paint a picture. i like your storytelling :D,positive,1
She is really talking SHIT!!!,negative,1
More humour required...Should look less pissed off.Bring more positive energy.,neutral,1
Omg..!!! Having my food now..,negative,1
"The high point for me in this video was a ""lady"" doing stand up comedy but other than that everything is pathetic. We all go wrong sometime in our choices so i hope she doesn't repeat this kind of 'Shit' again.",negative,1
Loved it!,positive,1
"In appropriate filthy comedy, shouldn't be here on youtube.",negative,1
loved it year your my new favourite .god bless you goddess.,positive,1
Awesome very powerful,positive,1
Loved it.,positive,1
"1k likes and 1k dislike ?? 
I waste my 5:28 min to watching this  shit...",neutral,1
This was really amazing.:D,positive,1
Are u a dumbo?? Whch bf in ds world brks up jus cz hs gf shits?? Are u frm ds world?? I hv nvr seen nythng bad dn ds in my entire life,negative,1
this was the shit....,negative,1
Oh wow... that likes to dislikes ratio,neutral,1
"I don't get why there are so many haters on this comment section (but then again it's youtube); What people don't understand is that comedy exists in many forms and genres, and if you don't find this particular video funny, it's because you have a different sense of humour than the person who created this / people who liked this. God Forbid people having a different opinion than you lol",positive,1
was it suppose to be humorous?,negative,1
"Radhika Vaz should realize that just by speaking English, one does not automatically become funny.",negative,1
Who are you ??,neutral,1
5.28 minutes of my life that I am never getting it back.,negative,1
really? was that funny ..!!!,neutral,1
Gurllll you do youu. Loved ittt,positive,1
As shitty as shit,negative,1
"She is so damn annoying, lady just stfu",negative,1
Can anyone explain what she is talking about..i don't get anything..,negative,1
Rather take a dump than listen to this Shit,negative,1
"really loved the video and got what you were trying to convey but made the mistake of scrolling down to the comment section 
i appreciate your work and eagerly wait for your column in toi ??",positive,1
???? ????? Comedian ?? !!,negative,1
Laughing was exactly the opposite of my feelings while watching this video,negative,1
Wasted 5.28 seconds of my life listening to shit and only shit.,negative,1
"hahaha, never thought about number 1 and number  2 part in a relationship",positive,1
i got the jokes.. but i believe this is kinda Upper class comedy. ;),neutral,1
That moment when the video ends and you're still waiting for her point,negative,1
"Guts , yes Ma'am,
It takes Guts to give such a performance.  
Hats Off. . Bravo",positive,1
bullshit. fucking ban her.,negative,1
this is so relatable for me cause I'm a girl . radvaz you're really really rad!,positive,1
Not freaking funny at all ..,negative,1
"""Getting a ""new"" boy friend and spending a night with him""........
 Your decision. But next time spend a night with some one you love and someone loves you. Your program was like buying a new product and complaining about that.  It is your life madam. Give some respect.",negative,1
"wo sab to theek hai, but 5K subscribers :o",neutral,1
were u sleeping with a bear or a human?,negative,1
Why haven't I come across you sooner? You are a delight ?? Keep growing woman ?,positive,1
"The speech was okay, but why this video is named 'stand up comedy'?
WHERE WAS THE COMEDY?

Ohh sorry, I forgot. We watched, wasted our life's 5min 28seconds and she earned, maybe. There is the comedy, with our life!",negative,1
not your fault girl but poop jokes + English is not a good combo.  It's cringy and your diction should resonate with the kind of audience you have.,neutral,1
probably the worst stand up comedy i have ever watched! sorry!,negative,1
Scrolled most recent comments... Vulgar bullshit about a video that talks about shit. Funny how everyone was a guy with too high comic standards living in a superficial world,positive,1
"I am not a comedian but i do crack jokes, some of them find their way to haven and rest of then to my homework notebook and what i have learned is that the timing and voice pitching is equally important (if not more) as the content. i hope you can work on the timing and voice pitching.
  
another thing is that (apart from the studio audience) the people watching online couldn't connect it at the level desired because lack of Hindi (local language) words. (its not about gender specific, but) Men tends to use Hindi words for things that could be well connected with the online audience (including the studio audience) such as using G**nd instead of As*hole would connect way better (in my opinion)... cheers!!",negative,1
Terrible... was this comedy or a lecture... really terrible,negative,1
"nice and courageous effort though it was shitty attempt,but we can't do anything men are raised that way and so are girls...well behaved and poised.  but times have changed so you should have kept that in mind well honestly not that funny but looking forward to see what you have before jumping to conclusions.",negative,1
The only thing funny here is the comments.,negative,1
"Wow.....u must have a unique bf who thinks girls don't shitt.....!!!! :o :D
Lol
Anyways it was funny....",negative,1
"i dont like sh*t jokes...i have noticed tht some women do like such jokes (mandira bedi recited a shayari on shit on fear factor, nargis fakri joked abt urine on koffee with karan, pratyusha joked abt fart on bigg boss... and some women i knw laugh at sh*t n fart jokes) They wud get offended by decent adult jokes bt njoy sh*tty toilet jokes......i dont get it...........",negative,1
"shitty performance. CLC, so low on your standards?",negative,1
Shit content,negative,1
you are awesome would love to work/collaborate with you,positive,1
this joke was disgusting and boring.,negative,1
"All she ever does is compare men and women. I mean, even the premise was allwrong. ""Men breakup with a shitting woman ?"" Are men such sad creatures?She is anything but a comedian. Maybe a feminazi under the garb of a shitty comedian.",negative,1
boaring ...please don't even try next time,negative,1
cool,neutral,1
they shit and they don't give a shit hahaha haha .....,neutral,1
Am I the only one who liked her comedy? It's quite relatable and her delivery is good.,positive,1
that msg behind it...lovee it! awsomee!!,positive,1
hasna tha?,negative,1
"Lady, you are talented... you have got great unconventional conception... I loved it. :) But yeah... There's lotta thing serious (ie.unfunny) ",positive,1
damn her jokes are good but her thought to fist feminism into comedy failed her.....,neutral,1
"Hey, are you the same RV whose write-ups appear on the editorial pages of the Sunday (or other) Times of India?

Cannot figure out if that same (sometimes over the top) sense of humour gal is you?
I particularly remember how you wrote on bisexuality or the Indian laws on LGBTQ ways of lifestyle and am slightly 'disturbed' (sorry, my English being poor im using disturbed, but it is a mix of emotions).

Maybe you are the 80s or 90s kid (i too grew up or had my teenage years in 1990s btw) but this still did not make sense (to the extent you were 'trying' to make it happen) that couples still make it such a taboo or be fussy over farting or taking a dump/number 2!

Have you seen the trend of these new (shitty as hell) social experiment or entertainment video channels even on youtube? Kids talking of BDSM and commenting on even their parents' habits in bed.. and here you are being cheesy (in parts) about ..well it was a big deal maybe back in our day.
But kids/couples today.. I assume.. don't give a shit to shitting.

You are nice, I loved your writing for most parts through the years (even when i may not have agreed to the content of few pieces you wrote in TOI), but in this particular act.. i may be wrong.. but i found it to be overly loud at times. (loud not as in decibels, but trying to fake cool modernness by use of words like asshole, shit.. while trying to portray it as something cool to have said)!

mostly i love your ideas, got to see your other videos now!",neutral,1
"The comment section has better jokes than this so called ""Strong Independent Women"" ??",negative,1
"This so called ""Strong Independent Women"" always want to suck balls of men. Why can't you make something funny without dragging the male society?",negative,1
No comedy at all.,negative,1
she is right,positive,1
Loaded with expletives...too much foul mouthed for comedy... enough is enough.,negative,1
"Didi, how come this is a standup comedy???",negative,1
Who is that person in the audience laughing?,negative,1
"I honestly didn't find this video as funny as her other videos but I was shocked to see all the ridiculously rude comments for it. And the thing is, they're all comments MADE BY MEN who had a problem with her subject matter and one even had a problem with her using the word 'fuck'. The few women who did comment spoke quite complimentary things of her. 
There is a very large chance that you guys didn't realise that perhaps, this matter isn't targeted at you. It's targeted at women. It's humour made for women who understand what growing up in these situations was like.
The old cliche, if you don't like it, don't watch it. It was completely unnecessary for you to drop your ugly words all over the place like you did for this video.",negative,1
Poor audience wasted their money and time.,negative,1
"Oh my god, literally no one in the comment figured out how she was actually making fun of herself and being amazingly humorous while doing so!",positive,1
She seems to be a psychopath,negative,1
BC comedy aati nahi to karte kyun ho??  kuch aur kar lo... third class act,negative,1
what is this suppose to be?,negative,1
"It was funny if not the funniest, people are unnecessarily hating on her!",positive,1
"Radhika, you are so effin relatable and hilarious. Screw the people who say you aren't funny. And anyway joke's on 'em. They clicked on the video.",positive,1
"Women with that hair style is a turn on for me. And then you talk shit. 

Here is some honest feedback.

Positives:
I love your energy.
Your accent could help you go international

Negative:
Since men dont like hearing about Women and shit together, it was a bad choice to have this content.

Conclusion:
Keep working on your content. And once you make it big, remove this video.
Cheers to life :)",neutral,1
"Girl, you are not funny, stop wasting your and others' time. Even my comment here is more funnier you see, I called you girl. ",negative,1
"Have to confess! maam your'e cute :P
Great narration! It was kinda funny",positive,1
you're so articulate and it really shows in the way you tell a joke. kudos!!,positive,1
VAZ?? What a pussy!!,negative,1
PLEASE QUIT STAND UP COMEDY!!!!,negative,1
"What a stupid fucked up video..
You call this comedy? pffff
Search for some other career option.",negative,1
"Where was comedy in all this shit....If a guy/gal love u then they wont mind how u do your daily activities like eating,drinking etc...",neutral,1
That boy head seems to be at wrong position,neutral,1
"This is the most unfunny video I have seen in ages!! The unnecessary use of ""fucking"" and the over dramatic voice modulation and the horrendous facial expressions are very much in line with the theme of this skit! - SHITTY!
NOT ONE BIT FUNNY!",negative,1
Amy Schumer in making .....not funny,neutral,1
Instead of stand up comedy she gave a ted talk on shitting.,negative,1
"Hasane aur openly shitty baatein me fark hota h, ye ladki k dost mast chutiya kaate iska.. Piece of shit.",negative,1
"man this just shows when you're  fluent with your english people would actually enjoy hearing you speak about shit for 5min
can't really picture so many views for a north indian guy speaking about tatti",negative,1
"U know she what was actually shitty, u r comedy",negative,1
And definitely no good humour,negative,1
but ur art is appreciable,positive,1
"really shitty, nothing funny",neutral,1
i think only person who is insecure about a girl having shit around a guy........ is girl only.,neutral,1
Hey thought for you.. Try being funny without saying shit and without any vulgar jokes.. A little harder than you would imagine Miss Ellen wannabe,neutral,1
i have a huge crush on you,positive,1
"This video and the entire routine was, for want of a better word, shitty.",neutral,1
Talking about shit is fun but talking shit isn't.,negative,1
wt is she doin at laugh club? chutspa !!,negative,1
The funniest part is that there are people in the crowd who are actually laughing. LOL,negative,1
its not a comedy at all..,negative,1
"people ask why would amazon not sign female comics, I thought they were sexist, turns out they are just saving my money by not giving airtime to unfunny comics like yourself.",negative,1
What distasteful junk do people consider comedy these days? Is she a boy?,negative,1
This is why Amazon Prime didn't take any female comedians.,negative,1
This is just about as funny as a miscarriage.,negative,1
"I don't know which kind of men you've come across @RadhikaVaz, nor do I wish to know. Perhaps you should look for better partners; who knows, you may come up with better content! I mean, seriously? Your boyfriend was not a 'proud shitter'; he only wasn't suffering from diarrhoea like you were. If it weren't for your bowel issue, even you wouldn't have given a shit about your shit. NO ONE DOES, unless they have an issue! You are an awesome entertainer, but please don't embarrass yourself with such shallow stuff!",negative,1
"How is this even funny? Also, are the audience hand-picked to laugh about almost any shit thrown towards them?",negative,1
Defecation is a biological process and has nothing to do with being less of a woman or a man..If the guy you are with really loves you he will care more about you than the sounds from your bathroom..You need to really re-assess all your preconceived notions about the two genders and stop pushing your bullshit propoganda through these platforms..,negative,1
"""Men breakup with women because they take a shit""?
 Who does that? Like... who actually DOES THAT!? What universe do you live in? Get psychiatric help.",negative,1
i love the way you think,positive,1
Comin from d so called indian middle class...this  one sounds so elitist...hope this thgt doesnt penetrate like d fashion trends al d way to all classes of society....hope this shit is jst a floater nd soon flushd off..,negative,1
I would rather listen to Rahul Gandhis speech,negative,1
I thought this was comedy,negative,1
The comments are more funnier,negative,1
she is definitely on ganja,negative,1
You probably don't like honey Singh it's all bout marley ??,negative,1
